node	species
GWORC2628-13	Cropia philaGB07Ec
BLPCC709-08	Cropia minthe
ELMTK217-15	Cropia minthe
BLPAA21747-20	Cropia isidora
BLPAA3840-17	Cropia grandimacula
BLPAA47034-23	Cropia grandimacula
ARMOT602-12	Cropia consonens
ARMOT599-12	Cropia consonens
BLPAF026-07	Cropia plumbicincta
ARMOT225-12	Cropia sigrida
CNCLB2419-14	Cropia ruthaea
BLPAA49834-24	Cropia cedica
GWORH209-09	Cropia cedica
GWORH263-09	Cropia cedica
ECPD031-14	Cropia cedica
GMAGD086-15	Cropia cedica
BLPAA25732-21	Cropia Poole04
ANICJ962-10	Neumichtis spumigera
ANICJ960-10	Neumichtis spumigera
ANICK010-10	Neumichtis nigerrima
ANICJ986-10	Neumichtis iorrhoa
ANICJ961-10	Neumichtis saliaris
ANIAG459-11	Neumichtis sp. ANIC8
ANIAG454-11	Neumichtis sp. ANIC7
ANICJ998-10	Neumichtis prolifera
ANICK002-10	Neumichtis prolifera
ANICJ989-10	Neumichtis signata
ANICK004-10	Neumichtis sp. ANIC2
ANICJ1000-10	Neumichtis sp. ANIC2
ANIAG346-11	Neumichtis sp. ANIC3
ANICJ980-10	Neumichtis archephanes
ANICJ983-10	Neumichtis archephanes
ANIAG349-11	Neumichtis sp. ANIC4
ANIAG339-11	Neumichtis adamantina
ANICJ997-10	Neumichtis adamantina
ANICK013-10	Neumichtis aplectoides
ANICK016-10	Neumichtis aplectoides
ANIAG446-11	Neumichtis aplectoides
ANIAG447-11	Neumichtis aplectoides
ANICJ977-10	Neumichtis expulsa
ANICK027-10	Neumichtis sp. ANIC11
ANICK024-10	Neumichtis sp. ANIC10
ANICJ974-10	Neumichtis mesophaea
ANIAG344-11	Neumichtis sp. ANIC13
ANIAG451-11	Neumichtis sepultrix
LNAUT873-14	Hexorthodes tuana
NAMUM061-08	Hexorthodes catalina
CNCLB266-14	Hexorthodes jocosa
CNCLB4208-17	Hexorthodes jocosa
CNCLB3145-15	Hexorthodes serrata
AWCLB087-10	Hexorthodes accurata
RDNMJ479-11	Hexorthodes agrotiformis
IAWLB566-11	Hexorthodes senatoria
CNCLB265-14	Hexorthodes inconspicua
EPNG2620-10	NoctuidaeGEN sp. AAG0293
CATS272-10	NoctuidaeGEN sp. AAL8390
CATS102-10	NoctuidaeGEN sp. AAL8342
BCIGE1019-21	NoctuidaeGEN sp. 6YB
CATS458-10	NoctuidaeGEN sp. AAL8468
YAWAC653-15	NoctuidaeGEN sp. ACU5125
BCIPY486-10	NoctuidaeGEN sp. 9YB
YAWAC874-15	NoctuidaeGEN sp. ACU4865
BCIPY610-10	NoctuidaeGEN sp. 10YB
BCIOM084-19	NoctuidaeGEN sp. 15YB
GRAEL1323-22	Recoropha canteneri
LNCC1703-13	Cherokeea attakullakulla
LNOUD1050-12	Tuerta lycaon
ANICJ510-10	Holocryptis phasianura
ANICJ523-10	Holocryptis sp. ANIC1
BLPDD424-09	noctBioLep3281 BioLep418
CNCLB4336-19	Bathyra sp.
GWOSS009-11	Bathyra sagata
CNCLB1796-14	Stretchia plusiaeformis
BLPAC706-06	Craterestra lucina
CWLTH284-13	Yepcalphis dilectissima
ANICI870-10	Eulocastra1 phaeozona
ANICI872-10	Eulocastra1 thermozona
CASBI6299-26	Crimona pallimedia
GWOSZ879-11	Procrateria noloides
GWOUH565-21	Procrateria malagassa
GWOSM939-11	Flavala secunda
GWOSM940-11	Flavala flavala
GWOTG843-12	Flavala crypta
AGIRI057-17	Thysanoplusia orichalcea
NOCJB086-08	Thysanoplusia calceolaris
GWOSP023-11	Thysanoplusia roseofasciata
GWOSP050-11	Thysanoplusia exquisita
GBGL34929-19	Thysanoplusia indicator
EPNG7833-12	Thysanoplusia ekeikei
CWLMA160-14	Thysanoplusia viettei
BHULP1347-22	Thysanoplusia intermixta
GWOSP012-11	Thysanoplusia callista
GWOSP066-11	Thysanoplusia rectilinea
LSAFA643-13	Thysanoplusia violascens
LSAFR1958-12	Thysanoplusia ablusa
GWOSG512-10	Thysanoplusia rostrata
CIGHA27117-25	Thysanoplusia spoliata
GWOSP011-11	Thysanoplusia acosmia
GWOSP025-11	Thysanoplusia epicharis
ARMOT333-12	Argyrogramma verruca
ANIC603-06	Argyrogramma signata
MHAUB711-05	Argyrogramma verrucaDHJ02
BHULP1385-22	Tycracona obliqua
AMUB504-11	Ctenoplusia albostriata
GBAAM32335-25	Ctenoplusia agnata
GBMIN18132-13	Ctenoplusia agnata
GWOSG007-10	Ctenoplusia fracta
ANICL296-10	Ctenoplusia chillagoes
GWOSP029-11	Ctenoplusia euchroides
GWOSP070-11	Ctenoplusia amydra
NOCJB039-08	Ctenoplusia caudata
NOCJB085-08	Ctenoplusia caudata
LOCRE181-10	Ctenoplusia caudata
GBGL34879-19	Ctenoplusia limbirena
BCMI081-11	Ctenoplusia accentifera
GWOSP074-11	Ctenoplusia triteia
GWOSP034-11	Ctenoplusia euchroa
BHULP383-22	Ctenoplusia furcifera
AGIRI016-17	Ctenoplusia furcifera
ANICL297-10	Ctenoplusia furcifera
GWOSG495-10	Ctenoplusia camptogramma
BLPEE5731-14	Enigmogramma Janzen02
BLPAA52547-24	Enigmogramma Janzen02
LOFLA685-06	Enigmogramma basigera
NOCJB042-08	Enigmogramma admondens
NOCJB043-08	Enigmogramma admondens
RDNML008-13	Enigmogramma antillea
ELMTK375-15	Enigmogramma feisthamelii
BGSNL2525-25	Dioszeghyana schmidtii
BLPAA1075-17	Satrapodes mina
LNOUE718-11	Desmoloma chironoma
ARMOT945-12	Desmoloma sp. PL1
GWOUC968-20	Desmoloma sp. PL1
LNOUG533-18	Desmoloma modesta
LOCRB616-08	Hydroeciodes ritariaSullivan3581
LOCRC172-08	Hydroeciodes Sullivan1030
LOCRE078-10	Hydroeciodes cauta
LOCRC343-08	Hydroeciodes ritariaSullivan3582
CRATA19737-22	Hydroeciodes malaise9589
CNCLB566-14	Hydroeciodes serrata
LNAUT435-14	Hydroeciodes juvenilis
CNCLB567-14	Hydroeciodes auripurpura
LOCRB618-08	Hydroeciodes ritaria
LOCRE046-10	Hydroeciodes azteca
CNCLB3423-15	Hydroeciodes repleta
BBLEC400-09	Aplectoides condita
GWOSN424-11	Oedicodia GB02Et
GBAAM33074-25	Niphonyx segregata
ABOLA522-14	Polyphaenis sericata
LILLB038-11	Cirrhophanus triangulifer
CMAZA1215-12	Cirrhophanus dyari
NOCNA047-14	Cirrhophanus pretiosa
RDNMK901-13	Cirrhophanus magnifer
AHLEP086-10	Amphipyra pyramidoides
ABOLA729-14	Amphipyra tragopoginis
GWOSQ526-11	Amphipyra cinnamomea
ILECA1302-24	Amphipyra stix
GWORR897-10	Amphipyra tetra
TRLEP081-13	Amphipyra tetra
GWOSA245-10	Amphipyra tetra
LEASS1094-17	Amphipyra tetra
UMAAH012-22	Amphipyra effusa
ABOLA692-14	Amphipyra livida
GWOSG640-10	Amphipyra subrigua
LTOLB1141-11	Amphipyra erebina
ABOLB420-15	Amphipyra perflua
CGUKC115-09	Amphipyra pyramidea
AMPPY001-24	Amphipyra pyramidea
GBGL14135-14	Amphipyra pyramidea
BHULP094-22	Amphipyra monochroma
GMLBA11218-23	Amphipyra micans
ABOLB419-15	Amphipyra berbera
AMPIJ005-24	Amphipyra surnia
AMPJP001-24	Amphipyra horiei
GBAAP16017-25	Amphipyra monolitha
APAN009-18	Amphipyra schrenckii
AMPJP003-24	Amphipyra meifengensis
RDNMG678-08	Amphipyra brunneoatra
BBLSX708-09	Amphipyra brunneoatra
LPALE4333-23	Amphipyra sergei
BLTIB1043-08	Amphipyra glabella
EPNG2583-10	Belciana pratti
CWLTH239-13	Belciana pinratanai
GWOSN386-11	Belciana hemodi
GBCAB37565-24	Belciana biformis
LEPKB130-10	Belciana viridipicta
ANIAE1642-11	Belciana sp. ANIC2
DBHKM073-12	Belciana scorpio
ANIAE1641-11	Belciana sp. ANIC1
BHULP211-22	Belciana hemodoides
GWOSP007-11	Belciana prasina
GBCAB12906-24	Belciana bicolor
GWORC2590-13	Belciana hreblayi
LOCRI339-11	NoctSullvan01 Sullivan4938
LOCRI796-11	NoctSullivan01 Sullivan2007
LOCRA218-06	Praina molitrix
GWORH281-09	Praina t-nigrum
ANICJ481-10	Parasada molybdocolpa
BLPAA14155-18	Lichnoptera pollux
MILEP894-11	Lichnoptera moesta
AYK356-19	Lichnoptera sp. AK1
AYK360-19	Lichnoptera sp. AK3
CNCLB4338-19	Lichnoptera sp.
CNCLB4337-19	Lichnoptera sp.
CNCLB4339-19	Lichnoptera sp.
CNCLB4401-19	Lichnoptera sp.
CNCLB4340-19	Lichnoptera sp.
CNCLB4408-19	Lichnoptera sp.
CNCLB4317-19	Lichnoptera sp.
LOCRF127-10	Lichnoptera gulo
MILEP893-11	Lichnoptera gulo
AYK366-19	Lichnoptera sp. AK5
AYK365-19	Lichnoptera sp. AK4
AYK367-19	Lichnoptera sp. AK6
BBLCU061-09	Agriopodes fallax
AWCL054-09	Agriopodes tybo
BLPAA3970-17	Abacena accincta
INCTA153-10	Abacena accincta
LNOUC922-10	Abacena accincta
LNOUE728-11	Abacena discalis
RWWA688-09	Psammopolia wyatti
CNCLB685-14	Psammopolia ochracea
CNCLB684-14	Psammopolia insolens
RDNMB722-05	Psammopolia arietis
NAMUM232-08	Psammopolia arietis
CGLCA159-10	Psammopolia sala
ANICJ487-10	Micraeschus sp. ANIC2
ANICJ489-10	Micraeschus sp. ANIC1
CGLCA031-10	Fala ptychophora
ABOLA034-14	Eriopygodes imbecilla
BGSNL2531-25	Eriopygodes impar
LSER385-06	Omphalestra geraea
GWOUA317-19	Omphalestra mesomelana
LPALE2045-23	Ammogrotis suavis
GBGL31597-19	Nyssocnemis eversmanni
LNAUY2530-19	Aumakua omaomao
LNAUZ1519-22	Pseudocerura calophasioides
ANICJ025-10	Ecnomia hesychima
ABOLD169-16	Nonagria typhae
ABOLA523-14	Eremobia ochroleuca
GWORR904-10	Trigonophora crassicornis
BGSNL2962-25	Trigonophora crassicornis
IBILP1237-19	Trigonophora haasi
DTNHM9901-23	Trigonophora flammea
IBLAO196-11	Trigonophora jodea
MGABD088-11	Neostichtis nigricostata
GWOSU656-11	Neostichtis nigricostata
GWOSU655-11	Neostichtis nigricostata
BETAM280-17	Neostichtis ignorata
ANICK275-10	Borbotana nivifascia
LEPMY080-13	Borbotana nivifascia
PMANL4671-15	Borbotana dinawa
TTNFS071-09	Aegle kaekeritziana
BHNHM134-24	Aegle rebeli
BGSNL2984-25	Aegle rebeli
GWOSA306-10	Aegle vespertalis
LEPWP3235-24	Aegle semicana
BGSNL2988-25	Aegle semicana
IBLAO577-12	Aegle vespertinalis
BGSNL2992-25	Aegle vespertinalis
BCLEP538-21	Aegle agatha
ELPCG3021-17	Nedra ramosula
CASBI6930-26	Nedra sp.
BBLEC745-09	Lacinipolia olivacea
AKLEP022-22	Lacinipolia olivacea
CNCLB2280-14	Lacinipolia olivacea
CASBI376-25	Lacinipolia circumcincta
GMLC022-09	Lacinipolia circumcincta
CNCLB3829-16	Lacinipolia davena
BLPAA5144-17	Lacinipolia Poole02
CNCLB255-14	Lacinipolia consimilis
ABWYT26255-24	Lacinipolia sareta
CNCLB2519-14	Lacinipolia sareta
CNCLB249-14	Lacinipolia sareta
RDMAB621-06	Lacinipolia sareta
BBLSW367-09	Lacinipolia sareta
BBLOC131-11	Lacinipolia sareta
CMAZA370-10	Lacinipolia rodora
LOCRG149-11	Lacinipolia rodora
CMAZA1156-12	Lacinipolia viridifera
TXLEP278-16	Lacinipolia marinitincta
CIOSI48014-24	Lacinipolia quadrilineata
RDNMF584-08	Lacinipolia rectilinea
BBLOB378-11	Lacinipolia martini
LPSOB177-08	Lacinipolia renigera
BBLSX320-09	Lacinipolia renigera
BBLEC688-09	Lacinipolia renigera
XAJ692-06	Lacinipolia renigera
LOCRD962-10	Lacinipolia Sullivan5543
CMAZA1027-12	Lacinipolia aileenae
LOCRC321-08	Lacinipolia Sullivan5578
CRALD3623-23	Lacinipolia Malaise8860
CNCLB670-14	Lacinipolia palilis
GBAAZ70084-26	Lacinipolia erecta
RDNMG309-08	Lacinipolia gnata
BLPAA23108-20	Lacinipolia Sullivan5197
BLPCJ052-08	Lacinipolia perfragilis
AWCLB061-10	Lacinipolia buscki
RDNMG311-08	Lacinipolia fordi
RDNMD375-06	Lacinipolia mimula
KSLEP847-16	Lacinipolia meditata
LBCD461-05	Lacinipolia pensilis
LOWCE525-06	Lacinipolia pensilis
LOCBD466-06	Lacinipolia dimocki
RDNMB223-05	Lacinipolia dimocki
LBCH6381-10	Lacinipolia acutipennis
LNAUX1091-18	Lacinipolia acutipennis
RDNMB235-05	Lacinipolia acutipennis
IAWLB547-11	Lacinipolia franclemonti
LNAUW3629-18	Lacinipolia franclemonti
LEPNF949-14	Lacinipolia sp.
BBLSW301-09	Lacinipolia sp.
RDNMG188-08	Lacinipolia sp.
LYOMX002-12	Lacinipolia sp.
LOCBB371-06	Lacinipolia sp.
RDNMC408-05	Lacinipolia sp.
RDNMK864-13	Lacinipolia sp.
LEPPK020-13	Lacinipolia sp.
BBLPB470-10	Lacinipolia comis
GBGL15528-14	Lacinipolia comis
GBGL15527-14	Lacinipolia comis
BLPAA5199-17	Lacinipolia comis
ELPCG10454-17	Lacinipolia implicata
LOCRF749-11	Lacinipolia Sullivan8998
BLPCJ213-08	Lacinipolia Poole01
RDNMG304-08	Lacinipolia agnata
LOCRF151-10	Lacinipolia Sullivan9519
RDNMJ005-10	Lacinipolia parvula
CNCLB1557-14	Lacinipolia leucogramma
CNCLB2500-14	Lacinipolia vicina
BBLSW358-09	Lacinipolia lepidula
RDNMG300-08	Lacinipolia basiplaga
BLPAA4704-17	Lacinipolia BioLep264
BBLOB774-11	Lacinipolia spiculosa
LALPA745-10	Lacinipolia stricta
LOCRA214-06	Lacinipolia Sullivan2521
CNCLB677-14	Lacinipolia runica
BBLSW788-09	Lacinipolia explicata
BLPBF885-07	Lacinipolia laudabilis
BLPCJ050-08	Lacinipolia Poole03
RDNMG305-08	Lacinipolia delongi
BBLSY557-09	Lacinipolia naevia
CNCLB1135-14	Lacinipolia prognata
LOCBB648-06	Lacinipolia cuneata
GMPBW085-18	Lacinipolia cuneata
CMAZA468-10	Lacinipolia triplehorni
LNAUS2832-13	Lacinipolia uliginosa
CNCLB1140-14	Lacinipolia umbrosa
BBLOC858-11	Lacinipolia strigicollis
BLPDL1264-10	Lacinipolia BioLep3738
BBLPB407-10	Lacinipolia patalis
ABWYT31300-24	Lacinipolia anguina
RDMAB307-05	Lacinipolia longiclava
RDNME1015-08	Lacinipolia sharonae
BBLEC574-09	Lacinipolia lorea
AREPA11078-24	Callopistria floridensis
MHMYN218-11	Callopistria Janzen05
BHULP256-22	Callopistria indica
LEPMY2611-22	Callopistria obliterata
BLPCM249-08	Callopistria dapsilis
LNOUC252-10	Callopistria dapsilis
ELMTK253-15	Callopistria dapsilis
ABOLA552-14	Callopistria juventina
BLPDC426-09	Callopistria fimbripes
CROAD41562-22	Callopistria fimbripes
ANICK248-10	Callopistria rivularis
LPNGM133-07	Callopistria cyclopis
LEPMY967-14	Callopistria albistriga
LEPMY2362-18	Callopistria emiliusalis
DBHKM082-12	Callopistria flavitincta
BBLSW626-09	Callopistria mollissima
LTOLB1332-11	Callopistria aethiops
LEPMY445-13	Callopistria trilineata
BBLEC678-09	Callopistria cordata
BBLOC095-11	Callopistria cordata
BLPAA22530-20	Callopistria mexicanaDHJ02
BLPEF1850-13	Callopistria mexicanaDHJ01
LEPMY527-13	Callopistria leucobasis
ANICK256-10	Callopistria maillardi
GWORU195-10	Callopistria maillardi
BHULP257-22	Callopistria maillardi
PMANL4669-15	Callopistria ouria
BLPAD263-06	Callopistria panamensis
GWOTA037-12	Callopistria orses
INSSD913-20	Callopistria albolineola
LEFIJ16398-21	Callopistria albolineola
BHULP258-22	Callopistria pulchrilinea
ANIC608-06	Callopistria exotica
BHULP255-22	Callopistria exotica
GWOSM879-11	Callopistria exotica
BLPAA14511-19	Callopistria carmioli
ANICK253-10	Callopistria reticulata
ANICK255-10	Callopistria reticulata
CNCLB2004-14	Callopistria jamaicensis
BBLOB894-11	Callopistria granitosa
LNAUY1098-19	Callopistria thalpophiloides
MAMOT266-10	Callopistria PK03
LNAUV2134-17	Callopistria chlorocroa
LEPMY678-13	Callopistria ludovici
GWOSD308-10	Callopistria yerburii
GWOSG526-10	Callopistria yerburii
BHULP261-22	Callopistria yerburii
CWLMA272-15	Callopistria yerburii
ELMTK570-15	Callopistria mexicana
LEPMY112-13	Callopistria ventralis
BETAM077-17	Callopistria rakoto
ANIAG060-11	Himerois basiscripta
ANICJ002-10	Himerois basiscripta
ANICJ008-10	Himerois angustitaenia
ANICI997-10	Himerois univittata
ANIAD1978-11	Himerois sp. ANIC1
ANIAG063-11	Himerois thiochroa
ANICJ005-10	Himerois thiochroa
CRCCB21334-23	NocMalaise01 malaise3049
CRATB38604-24	NocMalaise01 malaise1851
CRMLE8234-24	NocMalaise01 malaise0220
CRLDA48182-24	NocMalaise01 malaise3699
CRALA43036-21	NocMalaise01 malaise2844
CRSIA15103-21	NocMalaise01 Malaise9943
CRQUC12779-23	NocMalaise01 malaise2463
CRCEA5851-21	NocMalaise01 malaise9285
CRCCB21342-23	NocMalaise01 malaise8047
CRQZA37932-22	NocMalaise01 malaise0009
CRATC20578-23	NocMalaise01 malaise7094
CRALC30986-21	NocMalaise01 malaise8473
BLPAA56116-24	Ozarba Poole02
LILLA399-11	Ozarba aeria
EPNG3651-11	Ozarba accincta
EPNG3650-11	Ozarba accincta
BLPCP444-08	Ozarba geta
LPOKA252-08	Ozarba nebula
ANIAG298-11	Ozarba punctigera
ANIAG297-11	Ozarba punctigera
BLPAA19969-20	Ozarba Poole01
PRMAR763-21	Ozarba nr. semipotentia
ANIAG296-11	Ozarba chrysaspis
CRATB47383-24	Ozarba Malaise9995
CRATD21784-24	Ozarba Malaise7410
BLPEF1006-12	Ozarba BioLep8839
ANICJ258-10	Ozarba lithchroma
ANIAG299-11	Ozarba sp. ANIC2
EPNG2822-10	Ozarba subtilimba
LSER261-06	Ozarba hemichrysea
GWOTK517-12	Ozarba semitorrida
GWOSG647-10	Ozarba GB01Et
BLPCJ451-08	Ozarba bascura
GMMIT1973-23	Ozarba nyanza
BETAM194-17	Ozarba nyanza
GWOUF1024-20	Ozarba accivis
GWOTH493-12	Ozarba corniculans
GWOTK491-12	Ozarba nyanzaAH01
LPNGM044-07	Ozarba heliastis
LOCRI397-11	Ozarba Sullivan7409
LPNGM061-07	Ozarba sp.
PMANL207-09	Ozarba sp.
MILEP734-11	Ozarba sp.
MILEP738-11	Ozarba sp.
EPNG3652-11	Ozarba sp.
PMANL2900-14	Ozarba sp.
BCMI219-11	Ozarba densa
PMANL202-09	Ozarba densa
PMANL203-09	Ozarba densa
GWOUB428-19	Ozarba densa
PMANK993-08	Ozarba densa
LSAFA270-13	Ozarba albimarginata
BBLOB1936-11	Ozarba propera
GWOTK510-12	Ozarba IL01Zw
BLPAA15711-19	Ozarba semipotentia
CROAB51842-21	Ozarba Malaise7372
PMANL1513-11	Ozarba hemiochra
RDNME667-08	Ozarba sp. 1
BBLSX862-09	Ozarba sp. 2
PMANK991-08	Ozarba bipartita
BLPAA8431-17	Tarache Poole02
BLPAA20047-20	Tarache Lafontaine15
BLPEG2342-14	Tarache Poole01
HKONB206-09	Tarache tetragona
BBLOB620-11	Tarache quadriplaga
LNAUS3562-13	Tarache abdominalis
CNCLB468-14	Tarache assimilis
LNAUS3883-13	Tarache delecta
HKONS496-08	Tarache terminimaculata
BBLOD1308-11	Tarache aprica
BBLOD003-11	Tarache tenuicula
BBLOB1939-11	Tarache apela
BBLCU386-09	Tarache augustipennis
JMMMB121-11	Tarache major
CMAZA122-09	Tarache bilimeki
CMAZA732-10	Tarache lanceolata
RDNMH700-09	Tarache axendra
CMAZA752-10	Tarache geminocula
RDNMH907-09	Tarache toddi
PMANL4394-15	Tarache malgassica
CNCLB466-14	Tarache acerba
NAMUM424-09	Tarache bella
RDNMH1022-09	Tarache n. sp. 1
BBLSY077-09	Tarache arida
BLPCJ048-08	Tarache dacia
BBLOB613-11	Tarache lucasi
ABLCX127-10	Tarache lucasi
IAWLB305-11	Tarache huachuca
RDNMH695-09	Tarache cora
LNAUS3878-13	Tarache areloides
ABLCX129-10	Tarache sp.
LNAUS3869-13	Tarache lactipennis
BBLOE1814-12	Tarache expolita
IAWLB310-11	Tarache areli
BBLSX859-09	Tarache sedata
CMAZA1091-12	Tarache idella
BLPAE798-06	Tarache arelleta
RDNMH906-09	Tarache albifusa
BLPAA11409-17	Spragueia dama
BBLOC489-11	Spragueia magnifica
BLPAA15703-19	Spragueia perstructana
BBLOD1192-11	Spragueia guttata
BBLSX685-09	Spragueia jaguaralis
LNC823-06	Spragueia onagrus
CMAZA1220-12	Spragueia obatra
BLPDL1764-10	Spragueia Poole02
BLPAF720-07	Spragueia margana
BLPDK1033-09	Spragueia Poole05
BLPDR610-10	Spragueia lepusDHJ02
LGSM678-04	Spragueia apicalis
BLPAA2516-17	Spragueia apicalis
BLPAA9490-17	Spragueia lepusDHJ01
RDNMH691-09	Spragueia cleta
CMAZA493-10	Spragueia funeralis
BLPDH439-09	Spragueia Poole03
BLPDJ355-09	Spragueia Poole04
MHMYL9813-16	Spragueia Poole07
INCTB079-10	Ectrogatha himerata
ELMTK347-15	Ectrogatha himerata
CASBI6104-26	Leucocnemis variabilis
BBLOE1619-12	Leucocnemis perfundis
CNCLB1814-14	Leucocnemis perfundis
CNCLB1693-14	Leucocnemis nivalis
CNCLB896-14	Airamia albiocula
LNAUT2446-14	Neotarache deserticola
ABLCX134-10	Walterella ocellata
FGCAT223-20	Comachara cadburyi
FGMLH804-16	Omphalophana antirrhinii
ABOLA570-14	Omphalophana antirrhinii
ILECA1773-25	Omphalophana serrulata
IBLAO1514-20	Omphalophana serrata
BSNTN231-23	Omphalophana anatolica
GWOUK202-22	Omphalophana pauli
LPALE063-23	Omphalophana serratula
BBLOC156-11	Ruacodes tela
LALPA769-10	Pleromelloida cinerea
CASBI6740-26	Pleromelloida cinerea
RDNMK770-12	Pleromelloida sp.
JMMMB326-11	Pleromelloida conserta
RDNMG144-08	Pleromelloida conserta
CGLCA006-10	Pleromelloida conserta
GMSVD7616-23	Pleromelloida conserta
CASBI3749-26	Pleromelloida bonuscula
CMAZA784-10	Anorthodes triquetra
CMAZA360-10	Anorthodes indigena
ABOLA190-14	Calophasia lunula
DTNHM4132-22	Calophasia lunula
BCLEP1958-23	Calophasia platyptera
LNAUX659-18	Calophasia lesa
LNAUX649-18	Calophasia huncalensis
IBILP1972-20	Calophasia almoravida
BGSNL2649-25	Calophasia acuta
GWOUH741-21	Calophasia sinaica
PHLAB1147-10	Calophasia opalina
ANICP281-10	Neogalea sunia
BLPAA5145-17	Neogalea sunia
CNCLA5286-13	Neogalea caracara
BLPEF4502-13	Seirocastnia tribuna
QUNOD270-10	Orthia augias
ANICJ849-10	Apina callisto
ANICJ848-10	Apina callisto
ANICJ850-10	Agaristodes feisthamelii
ABOLD334-16	Shargacucullia verbasci
SACOL306-19	Shargacucullia verbasci
ABOLB830-15	Shargacucullia prenanthis
BCLEP1999-23	Shargacucullia scrophulariae
ABOLB090-15	Shargacucullia lychnitis
BIBSA803-15	Shargacucullia thapsiphaga
ANICK433-10	Diplonephra ditata
ANICL573-10	Churia sp. ANIC1
ANIAF2000-11	Coenotoca subaspersa
CNCLB309-14	Caularis lunata
CNCLB1522-14	Psychomorpha epimenis
ANICJ862-10	Radinocera vagata
LOQT669-06	Radinocera vagata
ANICJ859-10	Radinocera maculosus
BLPED1387-12	Gerra Poole02
LYPAP584-09	Gerra sp.
AYK364-19	Gerra sevorsa
AYK363-19	Gerra sevorsa
BLPDG116-09	Gerra Poole01
AWCLB042-10	Gerra radicalis
RDNMK879-13	Gerra sophocles
GWORH252-09	Aucula magnifica
LNAUZ1457-22	Aucula fernandezi
MILEP695-11	Aucula sp.
MILEP696-11	Aucula sp.
BCIAR326-10	Aucula particolor
MILEP902-11	Aucula josioides
LNAUZ1456-22	Aucula hipia
LNAUZ1453-22	Aucula munroei
BBLPA600-10	Eudryas grata
BBLOC912-11	Eudryas unio
LPOKB326-09	Eudryas unio
ANICJ954-10	Comocrus behri
BBLSW728-09	Xerociris wilsonii
ANICJ856-10	Periopta diversa
ANICJ853-10	Periopta ardescens
BBLCU176-09	Alypia langtoni
RDNMG1023-08	Alypia ridingsii
LNAUS4371-13	Alypia mariposa
ANICJ883-10	Platagarista macleayi
ANICJ935-10	Eutrichopidia latinus
JTRLE343-23	Sphragifera sigillata
NIBSK991-24	Sphragifera biplagiata
GBMIN84593-17	Pseudocosmia maculata
BCIGE933-21	Erocha leucotelus
BLPCD467-08	Erocha Poole01
LNAUT3904-15	Codalithia quincuncialis
LNAUX1510-18	Codalithia subtilis
GWORV252-10	Habrophyes xuthosoma
PMANL4360-15	Cardiosace parilis
LEPKB146-10	Longicella mollis
QUNOD433-10	Ophthalma milete
DAL160-12	Ophthalmis lincea
GWOSU661-11	Aegocera tigrina
CNCLB1613-14	Litoprosopus futilis
CNCLB826-14	Litoprosopus linea
BBLOC1639-11	Litoprosopus coachella
RDNMG194-08	Litoprosopus haitiensis
RDNMG195-08	Litoprosopus haitiensis
LPANT658-23	Litoprosopus papayensis
BLPBC160-07	Litoprosopus confligensDHJ01
CNCLB822-14	Litoprosopus bahamensis
RDNMK872-13	Litoprosopus sp.
ANICK573-10	Chasmina1 lispodes
ANICJ945-10	Cruria tropica
ANICJ939-10	Cruria donowani
ANIAF1993-11	Cruria synopla
ANICJ937-10	Cruria epicharita
ANICJ943-10	Cruria kochii
GWOUK489-22	Parca DS01Ug
GWOUK504-22	Parca inusitata
BBLOD1068-11	Aleptina inca
CNCLB3089-15	Aleptina aleptivoides
RDNMK327-11	Aleptina arenaria
BBLOC1494-11	Aleptina semiatra
LNAUS3272-13	Aleptina junctimacula
LNAUW3965-18	Cyclopera galactiplaga
GWOUK255-22	Cyclopera galactiplaga
GWOUK193-22	Cyclopera galactiplaga
GWOUH943-21	Cyclopera RF353-2016
GWOUK249-22	Cyclopera similis
IBLAO2163-21	Epimecia ustula
BLPAA53066-24	Euscirrhopterus argentata
GWOSU378-11	Euscirrhopterus poeyi
CNCLB308-14	Euscirrhopterus poeyi
AWCLB036-10	Euscirrhopterus cosyra
AWCLB040-10	Euscirrhopterus gloveri
CWLTH056-12	Episteme vetula
LNU1469-18	Episteme maculatrix
DEPAL259-20	Oncocnemis michaelorum
LPALE1837-23	Oncocnemis strioligera
BGSNL2755-25	Oncocnemis strioligera
BGSNL2946-25	Oncocnemis strioligera
BGSNL2749-25	Oncocnemis exacta
BGSNL2750-25	Oncocnemis exacta
NMNHL332-10	Oncocnemis confusa
NMNHL334-10	Oncocnemis confusa
NMNHL331-10	Oncocnemis confusa
LPALE2529-23	Oncocnemis campicola
LPALE2488-23	Oncocnemis talantasemovi
LEALT597-16	Oncocnemis senica
BHNHM417-24	Oncocnemis senica
GWOSI680-10	Oncocnemis arenbergeri
ILECA997-24	Oncocnemis nigricula
BGSNL2753-25	Oncocnemis nigricula
CNCLB1690-14	Pseudacontia crustaria
BBLOB746-11	Homophoberia apicosa
RDNMF721-08	Homophoberia cristata
RDNMF722-08	Homophoberia australis
GBMIN22538-13	Coenobia rufa
IBILP1530-19	Coenobia rufa
CMAZA594-10	Homolagoa grotelliformis
BLPBB240-07	Faronta Poole01DHJ02
GWOSQ863-11	Psaphidia palaearctica
CNCLB1064-14	Podagra crassipes
BCLEP2305-23	Pseudoxestia apfelbecki
CNCLB2499-14	Stylopoda modestella
